task_id,source_path,status,output_path,output_size_bytes,execution_duration_seconds,failure_reason,warnings,started_at,completed_at
cd0b4d79-e28f-4cce-9e64-1021788d46c1,/Users/leon.grant/projects/Proxx/test_media/test_input.mp4,failed,,,,Output path resolution failed: argument of type 'float' is not a container or iterable,,,2025-12-19T23:00:16.672856
